data,detalhes,tipo,5_dia_util,transacoes_negocio
2018-01-30,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; ,Normal,,10.553.459
2018-01-31,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Atenção,,11.138.102
2018-02-01,"Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação; Previsão de alto tempo no processamento dos produtos empréstimo, crédito rural e TD durante o fechamento confederação;",Normal,,11.577.384
2018-02-02,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,11.247.998
2018-02-03,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.942.311
2018-02-04,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,191.971
2018-02-05,Movimento Segunda-Feira; Pagamento de benefícios INSS;Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança,Alto Risco,,13.216.023
2018-02-06,Dia Produção Sisbr; Aumento no Movimento de Compe Inferior; Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,,12.165.197
2018-02-07,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,12.053.562
2018-02-08,Dia Produção Sisbr; Arrecadação de Convênios;,Normal,,10.674.498
2018-02-09,Congelamento do ambiente; Aumento de transações CDO e ATM; Dia de grande movimento; Antecede feriado prolongado; Arrecadação de Convênios; Arrecadação de GPS; Arrecadação do Convênio IPVA;,Congelamento,,11.281.627
2018-02-10,Congelamento do ambiente; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Congelamento,,2.804.511
2018-02-11,Congelamento do ambiente; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Congelamento,,1.328.178
2018-02-12,Congelamento do ambiente; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Congelamento,,3.155.144
2018-02-13,Congelamento do ambiente; Feriado; Carnaval; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Feriado,,2.053.110
2018-02-14,Congelamento do ambiente; Previsão de grande movimento; Pós feriado; Previsão de grande movimento;,Congelamento,,12.456.931
2018-02-15,Dia Produção Sisbr;Movimento Batch – Empréstimo 0001; Arrecadação do Convênio IPVA;,Normal,,12.520.776
2018-02-16,Movimento Batch – Empréstimo 0001;,Normal,,10.869.531
2018-02-17,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte,Normal,,2.860.815
2018-02-18,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte; ,Normal,,1.673.376
2018-02-19,Movimento Segunda-Feira;Arrecadação do Convênio IPVA; Aumento no volume de processamento do produto Poupança,Alto Risco,,12.176.596
2018-02-20,Dia Produção Sisbr;Arrecadação de GPS; Arrecadação de DARF e DAS;Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial; Arrecadação do Convênio IPVA;,Atenção,,12.202.950
2018-02-21,Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,9.898.130
2018-02-22,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação do Convênio IPVA;Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,9.455.271
2018-02-23,Pagamento de benefícios INSS; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,9.584.897
2018-02-24,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.574.318
2018-02-25,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.578.501
2018-02-26,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Arrecadação do Convênio IPVA; Aumento no volume de processamento do produto Poupança,Alto Risco,,11.377.905
2018-02-27,Pagamento de benefícios INSS; Arrecadação de Convênios; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,9.976.116
2018-02-28,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch ;Processo de Migração/Incorporação;,Atenção,,11.332.752
2018-03-01,"Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação; Previsão de alto tempo no processamento dos produtos empréstimo, crédito rural e TD durante o fechamento confederação;",Atenção,,11.587.287
2018-03-02,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,11.294.472
2018-03-03,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,3.216.554
2018-03-04,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.861.603
2018-03-05,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança,Alto Risco,,14.178.722
2018-03-06,Dia Produção Sisbr; Movimento Batch – Aumento nas transações de Devolução na Compe; Transações de compe Inferior ; Pagamento de benefícios INSS; Arrecadação de Convênios ,Normal,,12.858.246
2018-03-07,Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento nas transações de cartões,Normal,1,12.520.494
2018-03-08,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões,Normal,,10.590.909
2018-03-09,Arrecadação de Convênios; Aumento do volume de transações para os Canais Digitais e Canais Convencionais,Atenção,,10.961.045
2018-03-10,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.334.751
2018-03-11,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.038.665
2018-03-12,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Arrecadação de GPS; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Aumento no tempo de processamento Batch;,Alto Risco,,13.053.789
2018-03-13,Dia Produção Sisbr; Movimento Batch – Aumento nas transações de Devolução na Compe; Transações de compe Inferior ,Normal,,10.729.529
2018-03-14,,Normal,,10.137.092
2018-03-15,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001,Normal,,11.051.381
2018-03-16,Movimento Batch – Empréstimo 0001,Normal,,10.101.090
2018-03-17,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.747.501
2018-03-18,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.535.277
2018-03-19,Movimento Segunda-Feira; Aumento no volume de processamento do produto Poupança; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Alto Risco,,9.945.418
2018-03-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,10.468.099
2018-03-21,Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,8.505.598
2018-03-22,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,7.945.478
2018-03-23,Pagamento de benefícios INSS; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,8.012.246
2018-03-24,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.656.607
2018-03-25,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.655.868
2018-03-26,Movimento Segunda-Feira; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança,Alto Risco,,11.512.998
2018-03-27,Dia Produção Sisbr; Movimento Batch – Aumento nas transações de Devolução na Compe; Transações de compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.960.302
2018-03-28,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,10.342.479
2018-03-29,Congelamento do ambiente; Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch ; Aumento de transações CDO e ATM;,Congelamento,,10.296.548
2018-03-30,Congelamento do ambiente; Feriado; Paixão de Cristo; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Feriado,,2.029.444
2018-03-31,Congelamento do ambiente; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;Processo de Migração/Incorporação ,Congelamento,,2.398.189
2018-04-01,Congelamento do ambiente; Feriado; Páscoa; Arrecadação de Convênios; Processo de Migração/Incorporação; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;Processo de Migração/Incorporação ,Feriado,,1.680.411
2018-04-02,Previsão de grande movimento; Pós feriado; Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança,Alto Risco,,14.170.440
2018-04-03,Dia Produção Sisbr; Movimento Batch – Aumento nas transações de Devolução na Compe; Transações de compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,11.961.583
2018-04-04,Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões,Normal,,11.172.054
2018-04-05,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões,Normal,,12.089.675
2018-04-06,Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões,Normal,1,13.580.517
2018-04-07,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Arrecadação de Convênios; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,3.415.268
2018-04-08,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Arrecadação de Convênios; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.927.126
2018-04-09,Movimento Segunda-Feira; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança,Alto Risco,,13.742.105
2018-04-10,Dia Produção Sisbr; Movimento Batch – Aumento nas transações de Devolução na Compe; Transações de compe Inferior; Arrecadação de Convênios; Arrecadação de GPS; Aumento do volume de transações para os Canais Digitais e Canais Convencionais ,Atenção,,13.529.133
2018-04-11,,Normal,,11.442.021
2018-04-12,Dia Produção Sisbr; Aumento de transações de cartões,Normal,,10.468.484
2018-04-13,,Normal,,10.348.294
2018-04-14,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.834.231
2018-04-15,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,942.804
2018-04-16,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001; Aumento no volume de processamento do produto Poupança,Alto Risco,,6.098.172
2018-04-17,"Dia Produção Sisbr; Movimento Batch – Empréstimo 0001
",Normal,,9.337.629
2018-04-18,,Normal,,8.750.568
2018-04-19,Dia Produção Sisbr; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,8.744.740
2018-04-20,Congelamento do ambiente; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Congelamento,,10.640.156
2018-04-21,Congelamento do ambiente; Feriado; Tiradentes; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Feriado,,2.111.416
2018-04-22,Congelamento do ambiente; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Feriado,,1.539.255
2018-04-23,Movimento Segunda-Feira; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Alto Risco,,10.726.911
2018-04-24,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Atenção,,9.445.967
2018-04-25,Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões; Arrecadação do Convênio IPVA,Normal,,10.306.722
2018-04-26,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões,Normal,,9.687.238
2018-04-27,Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões,Normal,,10.541.225
2018-04-28,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Arrecadação de Convênios; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.912.888
2018-04-29,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Arrecadação de Convênios; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.671.977
2018-04-30,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação,Alto Risco,,11.827.454
2018-05-01,Congelamento do ambiente; Feriado; Dia do Trabalho; Movimento Batch – Compe Inferior; Processo de Migração/Incorporação; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Feriado,,2.930.286
2018-05-02,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões; ,Congelamento,,11.740.729
2018-05-03,Congelamento do ambiente; Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões; ,Congelamento,,12.053.093
2018-05-04,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões; ,Congelamento,,12.484.609
2018-05-05,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,3.547.807
2018-05-06,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,1.426.185
2018-05-07,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões; ,Alto Risco,,14.955.341
2018-05-08,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento de transações de cartões; ,Normal,1,12.741.603
2018-05-09,Arrecadação de Convênios; Aumento de transações de cartões; ,Normal,,11.245.589
2018-05-10,Dia Produção Sisbr; Arrecadação de Convênios; Arrecadação de GPS; Aumento de transações de cartões; ,Normal,,11.535.736
2018-05-11,,Normal,,11.283.218
2018-05-12,Congelamento do ambiente; Dia das Mães; Aumento de transações CDO e ATM; Utilização dos Canais Digitais; ,Congelamento,,3.142.041
2018-05-13,Congelamento do ambiente; Dia das Mães; Aumento de transações CDO e ATM; Utilização dos Canais Digitais; ,Congelamento,,1.666.340
2018-05-14,Movimento Segunda-Feira; ,Alto Risco,,12.541.712
2018-05-15,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001; Aumento de transações de cartões; ,Normal,,12.374.779
2018-05-16,Movimento Batch – Empréstimo 0001; Aumento de transações de cartões; ,Normal,,10.765.262
2018-05-17,Dia Produção Sisbr; Aumento de transações de cartões; ,Normal,,10.184.765
2018-05-18,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,10.970.334
2018-05-19,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,2.801.797
2018-05-20,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,1.711.412
2018-05-21,Movimento Segunda-Feira; Dia de maior movimento do Sicoobnet Empresarial; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Alto Risco,,13.135.742
2018-05-22,Dia Produção Sisbr; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,10.510.079
2018-05-23,Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,9.781.750
2018-05-24,Dia Produção Sisbr; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,8.790.623
2018-05-25,Pagamento de benefícios INSS; Arrecadação de Convênios; Arrecadação do Convênio IPVA; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Atenção,,9.774.887
2018-05-26,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais,Normal,,2.538.363
2018-05-27,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais,Normal,,1.506.797
2018-05-28,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,10.783.883
2018-05-29,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.844.875
2018-05-30,Pagamento de benefícios INSS; Arrecadação de Convênios; Grande Movimento Batch; Liberação Operações de Crédito ,Normal,,10.932.722
2018-05-31,Congelamento do ambiente; Feriado; Corpus Christi; Processo de Migração/Incorporação ,Feriado,,2.700.801
2018-06-01,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação; Aumento de transações de cartões,Congelamento,,10.912.014
2018-06-02,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,3.210.847
2018-06-03,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,1.959.275
2018-06-04,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança; Previsão de grande movimento; Pós feriado prolongado;,Alto Risco,,13.871.919
2018-06-05,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;; ,Normal,,13.078.383
2018-06-06,Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;; ,Normal,,13.121.457
2018-06-07,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;; ,Normal,1,12.756.921
2018-06-08,Arrecadação de Convênios; Arrecadação de GPS; Utilização dos Canais Digitais;; ,Normal,,11.893.228
2018-06-09,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,3.398.798
2018-06-10,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Normal,,2.130.793
2018-06-11,Movimento Segunda-Feira; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança; Aumento de transações de cartões; Utilização dos Canais Digitais;; ,Alto Risco,,15.649.649
2018-06-12,Congelamento do ambiente; Data comemorativa; Dia dos Namorados; Aumento de transações CDO e ATM; Movimento Batch – Compe Inferior; Aumento de transações de cartões; Utilização dos Canais Digitais;; ,Congelamento,,11.702.194
2018-06-13,Pós data comemorativa; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,10.388.534
2018-06-14,Dia Produção Sisbr;,Normal,,10.408.812
2018-06-15,Movimento Batch – Empréstimo 0001 ; ,Normal,,11.927.021
2018-06-16,Dia de Jogo do Brasil na Copa do Mundo; Aumento de transações CDO e ATM; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte; ;,Atenção,,2.999.977
2018-06-17,Dia de Jogo do Brasil na Copa do Mundo; Aumento de transações CDO e ATM; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte; ;,Atenção,,1.620.065
2018-06-18,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001; Aumento no volume de processamento do produto Poupança,Alto Risco,,12.328.201
2018-06-19,Dia Produção Sisbr;,Normal,,11.184.343
2018-06-20,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Atenção,,12.615.729
2018-06-21,Dia Produção Sisbr;,Normal,,10.292.095
2018-06-22,Dia de Jogo do Brasil na Copa do Mundo; Aumento de transações CDO e ATM; Utilização dos Canais Digitais;,Atenção,,8.737.644
2018-06-23,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte; ,Alto Risco,,2.862.984
2018-06-24,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte;,Alto Risco,,1.690.261
2018-06-25,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento no volume de processamento do produto Poupança;,Alto Risco,,12.396.865
2018-06-26,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,10.437.145
2018-06-27,Dia de Jogo do Brasil na Copa do Mundo; Aumento de transações CDO e ATM; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,8.084.303
2018-06-28,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,10.263.015
2018-06-29,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Aumento de transações de cartões; ,Alto Risco,,11.290.527
2018-06-30,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Utilização dos aplicativos #ContaFácil e #FaçaParte; ,Atenção,,3.163.345
2018-07-01,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação; Aumento do volume de transações para os Canais Digitais e Canais Convencionais,Normal,,2.080.445
2018-07-02,Provável dia de Jogo do Brasil na Copa do Mundo; Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Alto Risco,,12.372.344
2018-07-03,Provável dia de Jogo do Brasil na Copa do Mundo; Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;; Aumento de transações de cartões;,Atenção,,11.201.695
2018-07-04,Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Normal,,12.074.088
2018-07-05,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;; Aumento de transações de cartões;,Normal,,13.469.324
2018-07-06,Provável dia de Jogo do Brasil na Copa do Mundo; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Atenção,1,11.212.667
2018-07-07,Provável dia de Jogo do Brasil na Copa do Mundo; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Atenção,,3.707.751
2018-07-08,Provável dia de Jogo do Brasil na Copa do Mundo; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Atenção,,2.107.736
2018-07-09,Movimento Segunda-Feira; Arrecadação de Convênios; Utilização dos Canais Digitais;,Alto Risco,,13.581.939
2018-07-10,Provável dia de Jogo do Brasil na Copa do Mundo; Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação de Convênios; Arrecadação de GPS; Utilização dos Canais Digitais;,Atenção,,14.587.671
2018-07-11,Provável dia de Jogo do Brasil na Copa do Mundo; Utilização dos Canais Digitais;,Atenção,,12.267.329
2018-07-12,Dia Produção Sisbr; Aumento de transações de cartões;,Normal,,11.087.655
2018-07-13,,Normal,,11.028.804
2018-07-14,Provável dia de Jogo do Brasil na Copa do Mundo; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Atenção,,3.125.343
2018-07-15,Provável dia de Jogo do Brasil na Copa do Mundo; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Atenção,,1.875.257
2018-07-16,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Alto Risco,,13.836.278
2018-07-17,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001; Aumento de transações de cartões;,Normal,,11.427.401
2018-07-18,,Normal,,9.944.535
2018-07-19,Dia Produção Sisbr; Aumento de transações de cartões;,Normal,,9.751.126
2018-07-20,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial; Utilização dos Canais Digitais;; ,Atenção,,8.543.672
2018-07-21,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Normal,,0
2018-07-22,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Normal,,0
2018-07-23,Movimento Segunda-Feira;,Alto Risco,,9.965.098
2018-07-24,Dia Produção Sisbr; Aumento de transações de cartões;,Normal,,9.887.348
2018-07-25,Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Normal,,9.949.858
2018-07-26,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Normal,,9.049.557
2018-07-27,Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Normal,,9.487.211
2018-07-28,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Normal,,2.628.977
2018-07-29,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Normal,,1.601.516
2018-07-30,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Utilização dos Canais Digitais;,Alto Risco,,11.783.061
2018-07-31,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação ,Normal,,11.209.748
2018-08-01,Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação ,Normal,,11.791.516
2018-08-02,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,11.016.500
2018-08-03,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,11.842.287
2018-08-04,Utilização de Caixa Eletrônico;Utilização dos Canais Digitais;,Normal,,3.284.210
2018-08-05,Utilização de Caixa Eletrônico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais,Normal,,1.926.894
2018-08-06,Movimento Segunda-Feira ; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,14.607.839
2018-08-07,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,1,12.747.637
2018-08-08,Arrecadação de Convênios; ,Normal,,11.825.382
2018-08-09,Dia Produção Sisbr; Arrecadação de Convênios,Normal,,10.948.158
2018-08-10,Arrecadação de Convênios; Arrecadação de GPS;Utilização dos Canais Digitais;,Atenção,,12.607.248
2018-08-11,Congelamento do ambiente; Data comemorativa; Dia dos Pais; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Congelamento,,3.004.789
